,Anon Student Id,Answer,Axes,Body,Choose-,Choose-Equation,Choose-Principle,Choose-Sought,DELETION,Equation,Explain-Further,NextStepHelp,Simplify,Solve,Variable,Vector,Whats-Wrong
0,Stu_11eed491c49d08923078a99c3689faa6,0.3445378151260504,0.5795454545454546,0.488,0.41935483870967744,0.02564102564102564,0.5486725663716814,0.6209677419354839,0.25149700598802394,0.2154696132596685,0.6646398503274088,0.6077015643802648,0.010638297872340425,0.5367647058823529,0.3983739837398374,0.34316617502458213,0.26744186046511625
0,Stu_16d36e81d1d34630d27d8fd8b9d99d53,0.42016806722689076,0.6477272727272727,0.56,0.6129032258064516,0.0,0.6814159292035398,0.7016129032258065,0.3502994011976048,0.30179558011049723,1.0,0.9843561973525873,0.0,0.5955882352941176,0.5745257452574526,0.5063913470993117,0.1434108527131783
0,Stu_1712d2d13ed773fddf0c9a59ad099b21,0.0,0.03409090909090909,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.003274087932647334,0.0012033694344163659,0.0,0.0,0.0,0.01376597836774828,0.015503875968992248
0,Stu_18d58be83dc070054ca65038cc2293b4,0.28991596638655465,0.38636363636363635,0.256,0.2903225806451613,0.0,0.2920353982300885,0.25,0.10479041916167664,0.10842541436464088,0.30028063610851263,0.2972322503008424,0.0,0.19117647058823528,0.1842818428184282,0.15339233038348082,0.13178294573643412
0,Stu_1a24bc4f1db0936c28f45176d3c425a7,0.06302521008403361,0.45454545454545453,0.448,0.03225806451612903,0.0,0.40707964601769914,0.3387096774193548,0.2634730538922156,0.3197513812154696,0.2039289055191768,0.2972322503008424,0.0,0.21323529411764705,0.43360433604336046,0.22713864306784662,0.35658914728682173
0,Stu_1db2de9e075e4283c309c2b32ac8efea,0.2689075630252101,0.17045454545454544,0.12,0.0,0.0,0.0,0.0,0.059880239520958084,0.04765193370165746,0.002806361085126286,0.0012033694344163659,0.0,0.04779411764705882,0.02710027100271003,0.07079646017699115,0.03488372093023256
0,Stu_2542d77cabfb681268d0ee3d36c17dd9,0.0,0.022727272727272728,0.024,0.0,0.02564102564102564,0.0,0.0,0.005988023952095809,0.007596685082872928,0.0004677268475210477,0.0012033694344163659,0.0,0.003676470588235294,0.0027100271002710027,0.010816125860373648,0.015503875968992248
0,Stu_27a2f0ca42ee44567c30076837f53f48,0.3277310924369748,0.09090909090909091,0.04,0.0,0.0,0.0,0.0,0.008982035928143712,0.020027624309392266,0.001403180542563143,0.0012033694344163659,0.0,0.04044117647058824,0.0,0.00688298918387414,0.003875968992248062
0,Stu_2adf06cfac379da9df00c0932ff57815,0.38235294117647056,0.6590909090909091,0.712,0.25806451612903225,0.15384615384615385,0.5752212389380531,0.5,0.4221556886227545,0.32734806629834257,0.31898971000935455,0.4296028880866426,0.0,0.6985294117647058,0.5826558265582655,0.3647984267453294,0.4186046511627907
0,Stu_2f0f2249b084a148d46b1d8526c7633e,0.6134453781512605,0.5568181818181818,0.52,0.5483870967741935,0.0,0.6548672566371682,0.717741935483871,0.3263473053892216,0.2562154696132597,0.8185219831618334,0.8002406738868832,0.0,0.5147058823529411,0.5501355013550135,0.295968534906588,0.313953488372093
0,Stu_36cb8f6ae8bd15bddfd26f719ee63d62,0.25630252100840334,0.625,0.272,0.12903225806451613,0.07692307692307693,0.09734513274336283,0.16129032258064516,0.1377245508982036,0.1042817679558011,0.1028999064546305,0.11311672683513839,0.0,0.17647058823529413,0.13008130081300814,0.07177974434611603,0.10852713178294573
0,Stu_380c621450ee522f0c3fcf64ff93de04,0.6302521008403361,0.9772727272727273,1.0,0.4838709677419355,1.0,0.7964601769911505,0.8629032258064516,1.0,0.9986187845303868,0.4293732460243218,0.618531889290012,0.0425531914893617,1.0,1.0,0.6892822025565388,1.0
0,Stu_38267f31669986ad4f01c81b29962fb0,0.15546218487394958,0.3068181818181818,0.192,0.06451612903225806,0.0,0.11504424778761062,0.10483870967741936,0.10778443113772455,0.04074585635359116,0.12207670720299345,0.11913357400722022,0.0,0.08823529411764706,0.21680216802168023,0.11012782694198624,0.17054263565891473
0,Stu_38679915328f788442344441350bff83,1.0,0.7727272727272727,0.72,0.5806451612903226,0.07692307692307693,0.6902654867256637,0.717741935483871,0.4880239520958084,0.44613259668508287,0.5603367633302152,0.7496991576413959,0.09574468085106383,0.6617647058823529,0.7398373983739838,0.5349065880039331,0.17829457364341086
0,Stu_3969d587269fd0cc06eeb47f63be6a2f,0.46218487394957986,0.8636363636363636,0.832,0.4838709677419355,0.0,0.7522123893805309,0.8306451612903226,0.3203592814371258,0.2983425414364641,0.7305893358278766,1.0,0.11702127659574468,0.6102941176470589,0.6991869918699187,0.41789577187807275,0.2596899224806202
0,Stu_3aa803ea143b54dcd21f92452b2f81a0,0.5588235294117647,0.6590909090909091,0.624,0.5161290322580645,0.0,0.7876106194690266,0.8225806451612904,0.2125748502994012,0.2755524861878453,0.8564078578110383,0.9229843561973526,0.0,0.3786764705882353,0.5962059620596206,0.32841691248770893,0.08914728682170543
0,Stu_3d773d2060fe50888fa4aaba4678c66b,0.12184873949579832,0.3181818181818182,0.256,0.3548387096774194,0.0,0.4778761061946903,0.2903225806451613,0.1317365269461078,0.11395027624309392,0.4331150608044902,0.41155234657039713,0.0,0.22058823529411764,0.19241192411924118,0.14257620452310718,0.023255813953488372
0,Stu_3e5f21c9689147a8249989860897ca80,0.5588235294117647,0.7159090909090909,0.816,0.7096774193548387,0.10256410256410256,0.9469026548672567,0.8467741935483871,0.8802395209580839,0.6408839779005525,0.4462114125350795,0.6714801444043321,0.0,0.8272058823529411,0.8807588075880759,1.0,0.4844961240310077
0,Stu_459071c111841a51cf54c961b9541dde,0.12605042016806722,0.2840909090909091,0.232,0.1935483870967742,0.0,0.23008849557522124,0.25,0.11077844311377245,0.13397790055248618,0.2530402245088868,0.2611311672683514,0.0,0.19117647058823528,0.17344173441734417,0.1376597836774828,0.07751937984496124
0,Stu_50354734f50add1a5296da6ed0d88ddd,0.3025210084033613,0.48863636363636365,0.504,0.1935483870967742,0.07692307692307693,0.336283185840708,0.2903225806451613,0.45209580838323354,0.412292817679558,0.17680074836295603,0.2490974729241877,0.0,0.41911764705882354,0.5203252032520326,0.3529990167158309,0.3643410852713178
0,Stu_504d2f1703d608557533e44c13086fae,0.06722689075630252,0.22727272727272727,0.152,0.16129032258064516,0.02564102564102564,0.17699115044247787,0.13709677419354838,0.08383233532934131,0.03729281767955801,0.11739943872778298,0.12154031287605295,0.0,0.04779411764705882,0.08130081300813008,0.08456243854473942,0.13953488372093023
0,Stu_53b76839f43c43097c83d180410e1dfe,0.35294117647058826,0.6136363636363636,0.64,0.8387096774193549,0.0,1.0,0.8790322580645161,0.3263473053892216,0.24033149171270718,0.7319925163704397,0.7075812274368231,0.010638297872340425,0.49264705882352944,0.5230352303523035,0.415929203539823,0.2131782945736434
0,Stu_59331081b37e648c3f19316804a3168d,0.592436974789916,0.7727272727272727,0.728,0.3548387096774194,0.20512820512820512,0.5929203539823009,0.6693548387096774,0.5419161676646707,0.5794198895027625,0.41908325537885877,0.5102286401925391,0.010638297872340425,0.6580882352941176,0.7723577235772358,0.5103244837758112,0.5155038759689923
0,Stu_5b9e06f85f7b46a04762d6eb9d9e23b6,0.5,0.5681818181818182,0.432,1.0,0.0,0.9292035398230089,1.0,0.5029940119760479,0.19475138121546962,0.6122544434050514,0.6004813477737665,0.010638297872340425,0.8014705882352942,0.5420054200542005,0.4277286135693215,0.3372093023255814
0,Stu_5e1e686ae6f6663b40969b73c9767ef3,0.6638655462184874,0.8068181818181818,0.776,0.3225806451612903,0.3076923076923077,0.5575221238938053,0.5725806451612904,0.6796407185628742,1.0,0.23854069223573432,0.3730445246690734,1.0,0.9117647058823529,0.7317073170731707,0.5978367748279253,0.5736434108527132
0,Stu_68ef9158025d53017d705b96cb23585d,0.6176470588235294,0.6136363636363636,0.568,0.2903225806451613,0.02564102564102564,0.5663716814159292,0.5725806451612904,0.27245508982035926,0.2617403314917127,0.6014967259120674,0.6197352587244284,0.0,0.7352941176470589,0.42005420054200543,0.295968534906588,0.15891472868217055
0,Stu_744f178fb179e343026d014741d53cb8,0.6470588235294118,0.5227272727272727,0.28,0.06451612903225806,0.02564102564102564,0.07079646017699115,0.0967741935483871,0.3562874251497006,0.15400552486187846,0.1361085126286249,0.14681107099879662,0.0,0.15441176470588236,0.20596205962059622,0.33726647000983284,0.15891472868217055
0,Stu_7dcbcc96de319a0b982003ebc9e81fc0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0013812154696132596,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0
0,Stu_7df783e62d18b2b08302cb77c5d234b4,0.3865546218487395,0.6136363636363636,0.6,0.7741935483870968,0.0,0.7522123893805309,0.7096774193548387,0.1467065868263473,0.26588397790055246,0.9448082319925164,0.941034897713598,0.0,0.3602941176470588,0.4905149051490515,0.36283185840707965,0.2441860465116279
0,Stu_842154b90a3f4c1efc57673a8f739ee8,0.9369747899159664,0.9318181818181818,0.704,0.3548387096774194,0.02564102564102564,0.9380530973451328,0.7580645161290323,0.47604790419161674,0.43162983425414364,0.8297474275023387,0.865222623345367,0.0,0.9852941176470589,0.7371273712737128,0.47099311701081614,0.3062015503875969
0,Stu_84cbb7080fbc0c94b9d64d95013a134c,0.40756302521008403,1.0,0.824,0.03225806451612903,0.15384615384615385,0.2743362831858407,0.24193548387096775,0.8682634730538922,0.7548342541436464,0.0519176800748363,0.1865222623345367,0.02127659574468085,0.44485294117647056,0.7886178861788617,0.52015732546706,0.3992248062015504
0,Stu_8731e0003fc05979d636dafed980960e,0.19327731092436976,0.3181818181818182,0.288,0.1935483870967742,0.0,0.23893805309734514,0.25,0.15269461077844312,0.13466850828729282,0.20626753975678203,0.23706377858002406,0.0,0.34191176470588236,0.1897018970189702,0.15732546705998032,0.16279069767441862
0,Stu_890fc2ca78db28fdbf70d3eb0f2af054,0.15966386554621848,0.22727272727272727,0.184,0.06451612903225806,0.02564102564102564,0.08849557522123894,0.06451612903225806,0.08982035928143713,0.10704419889502763,0.10991580916744621,0.09386281588447654,0.0,0.19117647058823528,0.10569105691056911,0.07669616519174041,0.06589147286821706
0,Stu_8ed9d19b40e082b6ad1174db66589ee4,0.4831932773109244,0.6704545454545454,0.784,0.22580645161290322,0.0,0.6637168141592921,0.6451612903225806,0.3652694610778443,0.5649171270718232,0.33582787652011226,0.4151624548736462,0.0,0.6139705882352942,0.6775067750677507,0.42379547689282204,0.36046511627906974
0,Stu_90f6102e2d8cfbb28fd722f4e152a310,0.5630252100840336,0.6931818181818182,0.744,0.3870967741935484,0.0,0.7876106194690266,0.7338709677419355,0.281437125748503,0.292817679558011,0.48877455565949485,0.5367027677496992,0.05319148936170213,0.7205882352941176,0.6016260162601627,0.3392330383480826,0.13953488372093023
0,Stu_9c611085c4b198785ba2dc0f726f8c08,0.04201680672268908,0.0,0.008,0.0,0.0,0.0,0.0,0.0029940119760479044,0.0027624309392265192,0.00608044901777362,0.0024067388688327317,0.0,0.0,0.0,0.003933136676499509,0.003875968992248062
0,Stu_a0b8a141faeb0d509f8e2888b3029e29,0.4831932773109244,0.48863636363636365,0.4,0.22580645161290322,0.0,0.4336283185840708,0.43548387096774194,0.2155688622754491,0.16781767955801105,0.5537885874649204,0.5703971119133574,0.010638297872340425,0.41544117647058826,0.2981029810298103,0.2999016715830875,0.3643410852713178
0,Stu_a36bdfb1844d67e97e10e0226f5ddcc2,0.38235294117647056,0.7159090909090909,0.512,0.3548387096774194,0.05128205128205128,0.37168141592920356,0.47580645161290325,0.2964071856287425,0.23480662983425415,0.4345182413470533,0.5186522262334536,0.0,0.7058823529411765,0.46070460704607047,0.23992133726647,0.15891472868217055
0,Stu_a8f0874ca87bc04484b52b340197c75a,0.42436974789915966,0.7386363636363636,0.744,0.3870967741935484,0.05128205128205128,0.5486725663716814,0.6451612903225806,0.41317365269461076,0.412292817679558,0.39055191768007486,0.4645006016847172,0.0,0.5257352941176471,0.6449864498644986,0.4257620452310718,0.29457364341085274
0,Stu_aaf060582541ca04558bb142110f5cf9,0.20168067226890757,0.36363636363636365,0.28,0.16129032258064516,0.0,0.13274336283185842,0.24193548387096775,0.26047904191616766,0.1919889502762431,0.1403180542563143,0.15162454873646208,0.32978723404255317,0.11029411764705882,0.22764227642276422,0.24287118977384464,0.32558139534883723
0,Stu_af1a55f772526ae92577e5c14d955729,0.23949579831932774,0.07954545454545454,0.04,0.03225806451612903,0.0,0.0,0.008064516129032258,0.041916167664670656,0.0,0.02478952291861553,0.02045728038507822,0.0,0.0,0.0,0.03736479842674533,0.031007751937984496
0,Stu_c4011f661cce2ee23a075b409d813671,0.7142857142857143,0.5681818181818182,0.584,1.0,0.0,0.5752212389380531,0.7741935483870968,0.30538922155688625,0.23273480662983426,0.7240411599625819,0.7063778580024067,0.0,0.6066176470588235,0.5121951219512195,0.3274336283185841,0.1821705426356589
0,Stu_c990df0e26440c9d3c63b9e3f5a069de,0.10504201680672269,0.22727272727272727,0.2,0.0967741935483871,0.02564102564102564,0.12389380530973451,0.12903225806451613,0.1437125748502994,0.09668508287292818,0.06594948550046772,0.07821901323706378,0.0,0.16544117647058823,0.08130081300813008,0.10816125860373647,0.15891472868217055
0,Stu_ccb2c386771911bdad9ac51651ec918e,0.17647058823529413,0.056818181818181816,0.072,0.03225806451612903,0.0,0.0,0.10483870967741936,0.12275449101796407,0.031077348066298343,0.031805425631431246,0.04332129963898917,0.02127659574468085,0.11397058823529412,0.01084010840108401,0.029498525073746312,0.04263565891472868
0,Stu_cdc428c9b50b63477fb093c8502a6464,0.46638655462184875,0.7272727272727273,0.672,0.16129032258064516,0.0,0.40707964601769914,0.4435483870967742,0.4101796407185629,0.6505524861878453,0.21234798877455566,0.2719614921780987,0.02127659574468085,0.6213235294117647,0.5609756097560976,0.4759095378564405,0.13953488372093023
0,Stu_ce79177213b7f4cd9ad3c339a86dc60a,0.5672268907563025,0.6931818181818182,0.728,0.45161290322580644,0.0,0.8053097345132744,0.782258064516129,0.25748502994011974,0.34668508287292815,0.6847521047708138,0.7099879663056559,0.0,0.3897058823529412,0.6395663956639567,0.33726647000983284,0.18604651162790697
0,Stu_cfd91da0a898aec57c207cb715bdd8b5,0.5966386554621849,0.2840909090909091,0.352,0.0,0.0,0.017699115044247787,0.024193548387096774,0.15868263473053892,0.09599447513812155,0.01683816651075772,0.027677496991576414,0.0,0.09191176470588236,0.12737127371273713,0.2015732546705998,0.08914728682170543
0,Stu_d00921af572b9a8bf0a1054902fd90fd,0.2605042016806723,0.4659090909090909,0.432,0.1935483870967742,0.0,0.4336283185840708,0.4274193548387097,0.41317365269461076,0.3846685082872928,0.48269410664172124,0.5270758122743683,0.0,0.4007352941176471,0.39295392953929537,0.26548672566371684,0.1124031007751938
0,Stu_d1a0e56259ba39c4385797627bb1a725,0.6638655462184874,0.7159090909090909,0.704,0.3548387096774194,0.07692307692307693,0.39823008849557523,0.45161290322580644,0.5449101796407185,0.4516574585635359,0.31898971000935455,0.3778580024067389,0.11702127659574468,0.5367647058823529,0.6097560975609756,0.3972468043264503,0.3953488372093023
0,Stu_d4e722d87bd97792f19ec2ef82bace2d,0.46638655462184875,0.06818181818181818,0.048,0.0,0.0,0.0,0.0,0.011976047904191617,0.0027624309392265192,0.0037418147801683817,0.0012033694344163659,0.0,0.022058823529411766,0.0027100271002710027,0.008849557522123894,0.007751937984496124
0,Stu_d6abf8c165c5cbbeec72fcdb136010dc,0.11764705882352941,0.36363636363636365,0.456,0.1935483870967742,0.05128205128205128,0.5221238938053098,0.47580645161290325,0.25149700598802394,0.2451657458563536,0.5528531337698784,0.5138387484957883,0.0,0.2610294117647059,0.3794037940379404,0.3176007866273353,0.35271317829457366
0,Stu_dbcba45622e36075ce3e9aa68f58885d,0.5168067226890757,0.7954545454545454,0.92,0.1935483870967742,0.1794871794871795,0.5575221238938053,0.532258064516129,0.5419161676646707,0.7209944751381215,0.21983161833489243,0.3489771359807461,0.0,0.8860294117647058,0.7181571815718157,0.4277286135693215,0.375968992248062
0,Stu_ddba755726b42da298e07667441f6446,0.49159663865546216,0.5454545454545454,0.456,0.25806451612903225,0.0,0.5221238938053098,0.47580645161290325,0.16467065868263472,0.2541436464088398,0.3615528531337699,0.3983152827918171,0.0,0.34191176470588236,0.43089430894308944,0.27925270403146507,0.2751937984496124
0,Stu_ddf2fad5b1e0d5a330d956743e591cec,0.2689075630252101,0.5340909090909091,0.392,0.2903225806451613,0.10256410256410256,0.30973451327433627,0.2903225806451613,0.30538922155688625,0.2589779005524862,0.19597754911131898,0.2815884476534296,0.0,0.3639705882352941,0.26558265582655827,0.24385447394296952,0.2596899224806202
0,Stu_e1a82006c70a48a29c79d5e42bc799db,0.5,0.5909090909090909,0.632,0.5806451612903226,0.02564102564102564,0.6283185840707964,0.7580645161290323,0.9341317365269461,0.6160220994475138,0.35032740879326474,0.5234657039711191,0.19148936170212766,0.5772058823529411,0.8455284552845529,0.5811209439528023,0.27906976744186046
0,Stu_e485b3774f50258091e3a830b5f59ed0,0.5042016806722689,0.7159090909090909,0.616,0.5483870967741935,0.0,0.5398230088495575,0.7419354838709677,0.5089820359281437,0.44129834254143646,0.3685687558465856,0.470517448856799,0.0,0.5404411764705882,0.5420054200542005,0.4886922320550639,0.313953488372093
0,Stu_e78647f6261dd28d422cdb258cfb02ea,0.7857142857142857,0.3068181818181818,0.008,0.0,0.0,0.0,0.0,0.0658682634730539,0.015193370165745856,0.003274087932647334,0.0024067388688327317,0.0,0.014705882352941176,0.0,0.09341199606686332,0.027131782945736434
0,Stu_ec98f93e6b1670381948d0be75bbcad3,0.3487394957983193,0.7386363636363636,0.728,0.2903225806451613,0.0,0.6548672566371682,0.6451612903225806,0.5748502994011976,0.4046961325966851,0.2806361085126286,0.3694344163658243,0.0,0.5367647058823529,0.6802168021680217,0.35103244837758113,0.08139534883720931
0,Stu_eeabcc9935c63ebb8a908d88d1fff156,0.46218487394957986,0.20454545454545456,0.144,0.06451612903225806,0.0,0.035398230088495575,0.016129032258064516,0.09281437125748503,0.08218232044198895,0.03086997193638915,0.027677496991576414,0.0,0.0661764705882353,0.005420054200542005,0.0727630285152409,0.06976744186046512
0,Stu_efcec15bd351c6d31e2cf97b50b1a18b,0.36134453781512604,0.7272727272727273,0.656,0.1935483870967742,0.0,0.2743362831858407,0.25806451612903225,0.39221556886227543,0.47859116022099446,0.21421889616463985,0.21299638989169675,0.0,0.4852941176470588,0.43360433604336046,0.32055063913470994,0.15503875968992248
0,Stu_f32b2da886108b9bf4ee23a6cba7574a,0.3739495798319328,0.4318181818181818,0.328,0.12903225806451613,0.02564102564102564,0.26548672566371684,0.31451612903225806,0.0718562874251497,0.14433701657458564,0.3255378858746492,0.3561973525872443,0.0,0.16176470588235295,0.23035230352303523,0.2025565388397247,0.08914728682170543
0,Stu_f4971d47388ee31786cea50fdabf936b,0.4369747899159664,0.7159090909090909,0.752,0.45161290322580644,0.0,0.5929203539823009,0.7016129032258065,0.5898203592814372,0.6091160220994475,0.37418147801683815,0.5030084235860409,0.05319148936170213,0.6875,0.6666666666666666,0.5476892822025565,0.32170542635658916
0,Stu_f52020854292bbfbb3a94e3f6775c686,0.46638655462184875,0.8636363636363636,0.736,0.41935483870967744,0.02564102564102564,0.6814159292035398,0.6451612903225806,0.3023952095808383,0.30939226519337015,0.6052385406922357,0.614921780986763,0.0,0.45588235294117646,0.6504065040650406,0.3638151425762045,0.31007751937984496
0,Stu_f61eb11c8871517645f7b90e36a1a907,0.2857142857142857,0.5227272727272727,0.656,0.3225806451612903,0.02564102564102564,0.5221238938053098,0.6854838709677419,0.27844311377245506,0.30248618784530384,0.33676333021515437,0.4139590854392298,0.0,0.5110294117647058,0.5880758807588076,0.3185840707964602,0.2751937984496124
0,Stu_f8258e6b33109ea4808c004915145dd2,0.3487394957983193,0.6590909090909091,0.752,0.3870967741935484,0.05128205128205128,0.5575221238938053,0.6370967741935484,0.5419161676646707,0.7030386740331491,0.3255378858746492,0.43200962695547535,0.02127659574468085,0.8308823529411765,0.6151761517615176,0.43461160275319566,0.24031007751937986
0,Stu_fa1d7f2f99f036137482fbc04bab625b,0.8781512605042017,0.4431818181818182,0.504,0.45161290322580644,0.0,0.45132743362831856,0.3629032258064516,0.16467065868263472,0.19889502762430938,0.607577174929841,0.5475330926594465,0.0,0.46691176470588236,0.2764227642276423,0.26253687315634217,0.1937984496124031
0,Stu_fb6121b7f70cc8dc2dca6a97e2c7cdc5,0.42436974789915966,0.6363636363636364,0.632,0.1935483870967742,0.0,0.6637168141592921,0.6209677419354839,0.3502994011976048,0.6982044198895028,0.5416276894293732,0.6642599277978339,0.010638297872340425,0.7610294117647058,0.6449864498644986,0.34513274336283184,0.22868217054263565
0,Stu_fd75420a601b7a43d13ea33ce657a2e1,0.47058823529411764,0.045454545454545456,0.088,0.0,0.0,0.0,0.0,0.038922155688622756,0.003453038674033149,0.008886810102899906,0.0036101083032490976,0.0,0.0,0.016260162601626018,0.032448377581120944,0.08527131782945736
0,Stu_ff13c22bdf5c4eb4fa87e03fe5d782ad,0.6680672268907563,0.9090909090909091,0.64,0.6451612903225806,0.1282051282051282,0.8672566371681416,0.8709677419354839,0.4221556886227545,0.5490331491712708,0.7797006548175865,0.7232250300842359,0.4574468085106383,0.6691176470588235,0.6612466124661247,0.5172074729596854,0.5193798449612403
